,Y,v1,v2,idx1,idx2
1273,DOilVol,entropy,sEp,880,1003
1274,DOilVol,fBbl,artcount,883,836
1275,DOilVol,fBbl,entropy,884,871
1276,DOilVol,fBbl,fCo,885,894
1277,DOilVol,fBbl,fEpg,886,915
1278,DOilVol,fBbl,fGom,887,927
1279,DOilVol,fBbl,sBbl,888,977
1280,DOilVol,fBbl,sEp,889,1004
1281,DOilVol,fBbl,sEpg,890,468
1282,DOilVol,fBbl,sGom,891,1020
1283,DOilVol,fBbl,sent,892,1042
1284,DOilVol,fCo,artcount,893,383
1285,DOilVol,fCo,fBbl,894,885
1286,DOilVol,fCo,fEpg,896,916
1287,DOilVol,fCo,fGom,897,928
1288,DOilVol,fCo,fRpc,898,938
1289,DOilVol,fCo,sBbl,899,978
1290,DOilVol,fCo,sGom,902,1021
1291,DOilVol,fEnv,sEnv,905,997
1292,DOilVol,fEp,entropy,907,874
1293,DOilVol,fEp,sEp,912,465
1294,DOilVol,fEp,sRpc,914,1033
1295,DOilVol,fEpg,fBbl,915,886
1296,DOilVol,fEpg,fCo,916,896
1297,DOilVol,fEpg,fRpc,918,424
1298,DOilVol,fEpg,sCo,919,990
1299,DOilVol,fEpg,sEp,921,1007
1300,DOilVol,fEpg,sGom,922,1023
1301,DOilVol,fEpg,sRpc,923,1034
1302,DOilVol,fEpg,sent,924,1046
1303,DOilVol,fGom,artcount,925,384
1304,DOilVol,fGom,entropy,926,876
1305,DOilVol,fGom,fBbl,927,887
1306,DOilVol,fGom,fCo,928,897
1307,DOilVol,fGom,fRpc,930,425
1308,DOilVol,fGom,sBbl,931,981
1309,DOilVol,fGom,sEpg,934,1016
1310,DOilVol,fGom,sent,935,1047
1311,DOilVol,fRpc,entropy,936,877
1312,DOilVol,fRpc,fCo,938,898
1313,DOilVol,fRpc,sEp,942,1009
1314,DOilVol,fRpc,sEpg,943,1017
1315,DOilVol,fRpc,sRpc,944,1036
1316,DOilVol,fRpc,sent,945,1048
1317,DOilVol,liquidity,DFX,946,192
1318,DOilVol,liquidity,DProd,948,622
1319,DOilVol,liquidity,FutRet,949,661
1320,DOilVol,liquidity,OilVol,950,306
1321,DOilVol,liquidity,WIPI_8wk,953,829
1322,DOilVol,liquidity,basis,954,853
1323,DOilVol,liquidity,bpRet,955,864
1324,DOilVol,liquidity,rdsaRet,961,459
1325,DOilVol,liquidity,sp500Ret,965,1068
1326,DOilVol,rdsaRet,DFX,967,193
1327,DOilVol,rdsaRet,DInv,968,204
1328,DOilVol,rdsaRet,StikIdx,969,816
1329,DOilVol,rdsaRet,WIPI_8wk,970,830
1330,DOilVol,rdsaRet,sp500Ret,972,1069
1331,DOilVol,rdsaRet,xomRet,975,1142
1332,DOilVol,sBbl,artcount,976,838
1333,DOilVol,sBbl,fBbl,977,888
1334,DOilVol,sBbl,fCo,978,899
1335,DOilVol,sBbl,fGom,981,931
1336,DOilVol,sBbl,sCo,982,464
1337,DOilVol,sBbl,sEp,984,1010
1338,DOilVol,sBbl,sEpg,985,1018
1339,DOilVol,sBbl,sGom,986,1026
1340,DOilVol,sCo,entropy,988,878
1341,DOilVol,sCo,fBbl,989,410
1342,DOilVol,sCo,fEpg,990,919
1343,DOilVol,sCo,sEp,991,1011
1344,DOilVol,sCo,sEpg,992,470
1345,DOilVol,sCo,sGom,993,1027
1346,DOilVol,sCo,sent,995,1050
1347,DOilVol,sEnv,fEnv,997,905
1348,DOilVol,sEnv,sent,1001,1051
1349,DOilVol,sEp,artcount,1002,839
1350,DOilVol,sEp,entropy,1003,880
1351,DOilVol,sEp,fBbl,1004,889
1352,DOilVol,sEp,fCo,1005,413
1353,DOilVol,sEp,fEpg,1007,921
1354,DOilVol,sEp,fGom,1008,422
1355,DOilVol,sEp,fRpc,1009,942
1356,DOilVol,sEp,sBbl,1010,984
1357,DOilVol,sEp,sCo,1011,991
1358,DOilVol,sEp,sRpc,1012,1038
1359,DOilVol,sEpg,artcount,1013,840
1360,DOilVol,sEpg,fCo,1014,414
1361,DOilVol,sEpg,fGom,1016,934
1362,DOilVol,sEpg,fRpc,1017,943
1363,DOilVol,sEpg,sBbl,1018,985
1364,DOilVol,sEpg,sEp,1019,466
1365,DOilVol,sGom,fBbl,1020,891
1366,DOilVol,sGom,fCo,1021,902
1367,DOilVol,sGom,fEpg,1023,922
1368,DOilVol,sGom,sBbl,1026,986
1369,DOilVol,sGom,sCo,1027,993
1370,DOilVol,sGom,sent,1030,1054
1371,DOilVol,sRpc,artcount,1031,841
1372,DOilVol,sRpc,entropy,1032,409
1373,DOilVol,sRpc,fEp,1033,914
1374,DOilVol,sRpc,fEpg,1034,923
1375,DOilVol,sRpc,fGom,1035,423
1376,DOilVol,sRpc,fRpc,1036,944
1377,DOilVol,sRpc,sEp,1038,1012
1378,DOilVol,sRpc,sent,1041,1055
1379,DOilVol,sent,fBbl,1042,892
1380,DOilVol,sent,fEpg,1046,924
1381,DOilVol,sent,fGom,1047,935
1382,DOilVol,sent,fRpc,1048,945
1383,DOilVol,sent,sCo,1050,995
1384,DOilVol,sent,sEnv,1051,1001
1385,DOilVol,sent,sGom,1054,1030
1386,DOilVol,sent,sRpc,1055,1041
1387,DOilVol,sp500Ret,DInv,1057,592
1388,DOilVol,sp500Ret,DOilVol,1058,228
1389,DOilVol,sp500Ret,DSpot,1059,241
1390,DOilVol,sp500Ret,FutRet,1060,256
1391,DOilVol,sp500Ret,WIPI_8wk,1062,834
1392,DOilVol,sp500Ret,bpRet,1063,868
1393,DOilVol,sp500Ret,liquidity,1068,965
1394,DOilVol,sp500Ret,rdsaRet,1069,972
1395,DOilVol,sp500Ret,xomRet,1078,1146
1396,DOilVol,tnote_10y,DFX,1079,572
1397,DOilVol,tnote_10y,DProd,1081,630
1398,DOilVol,tnote_10y,DSpot,1082,636
1399,DOilVol,tnote_10y,FutRet,1083,663
1400,DOilVol,trend,OilVol,1108,731
1401,DOilVol,trend,StikIdx,1112,818
1402,DOilVol,xomRet,DProd,1132,631
1403,DOilVol,xomRet,DSpot,1133,41
1404,DOilVol,xomRet,FutRet,1134,664
1405,DOilVol,xomRet,OilVol,1135,313
1406,DOilVol,xomRet,StikIdx,1136,819
1407,DOilVol,xomRet,basis,1137,398
1408,DOilVol,xomRet,rdsaRet,1142,975
1409,DOilVol,xomRet,sp500Ret,1146,1078
1410,DProd,artcount,fCo,40,758
1411,DProd,FutRet,basis,94,697
1412,DProd,WIPI_8wk,rdsaRet,197,848
1413,DProd,basis,DInv,202,342
1414,DProd,basis,tnote_10y,214,961
1415,DProd,entropy,fEp,217,777
1416,DProd,entropy,fGom,218,796
1417,DProd,fCo,fEp,220,778
1418,DProd,fCo,sCo,221,868
1419,DProd,fEnv,fCo,223,760
1420,DProd,fEp,sEnv,225,877
1421,DProd,fEp,sEp,226,886
1422,DProd,fEpg,fCo,227,761
1423,DProd,fGom,fBbl,228,753
1424,DProd,fGom,fCo,229,762
1425,DProd,fRpc,fCo,231,763
1426,DProd,liquidity,basis,233,706
1427,DProd,rdsaRet,tnote_10y,244,968
1428,DProd,sBbl,sEp,246,889
1429,DProd,sp500Ret,DFX,251,330
1430,DProd,DFX,DInv,309,333
1431,DProd,DFX,DSpot,311,401
1432,DProd,DFX,OilVol,312,535
1433,DProd,DFX,StikIdx,314,642
1434,DProd,DFX,bpRet,315,713
1435,DProd,DFX,liquidity,324,814
1436,DProd,DFX,rdsaRet,325,839
1437,DProd,DFX,sp500Ret,330,251
1438,DProd,DFX,tnote_10y,331,952
1439,DProd,DInv,DFX,333,309
1440,DProd,DInv,DSpot,335,402
1441,DProd,DInv,FutRet,336,451
1442,DProd,DInv,WIPI_8wk,341,666
1443,DProd,DInv,basis,342,202
1444,DProd,DInv,bpRet,343,714
1445,DProd,DInv,sp500Ret,355,928
1446,DProd,DOilVol,basis,365,694
1447,DProd,DOilVol,sp500Ret,382,929
1448,DProd,DOilVol,tnote_10y,383,954
1449,DProd,DProd,basis,388,695
1450,DProd,DProd,liquidity,392,816
1451,DProd,DSpot,DFX,401,311
1452,DProd,DSpot,DInv,402,335
1453,DProd,DSpot,OilVol,403,537
1454,DProd,DSpot,basis,409,696
1455,DProd,DSpot,bpRet,410,715
1456,DProd,DSpot,liquidity,418,817
1457,DProd,DSpot,rdsaRet,419,842
1458,DProd,DSpot,sp500Ret,427,930
1459,DProd,DSpot,tnote_10y,428,955
1460,DProd,FutRet,DInv,451,336
1461,DProd,FutRet,OilVol,453,538
1462,DProd,FutRet,bpRet,458,716
1463,DProd,FutRet,liquidity,466,818
1464,DProd,FutRet,rdsaRet,467,843
1465,DProd,FutRet,sp500Ret,475,931
1466,DProd,OilVol,DFX,535,312
1467,DProd,OilVol,DSpot,537,403
1468,DProd,OilVol,FutRet,538,453
1469,DProd,OilVol,WIPI_8wk,539,671
1470,DProd,OilVol,liquidity,541,819
1471,DProd,OilVol,xomRet,545,1034
1472,DProd,RPsdf_growing,RPsdf_rolling,600,616
1473,DProd,RPsdf_rolling,RPsdf_growing,616,600
1474,DProd,StikIdx,DFX,642,314
1475,DProd,StikIdx,basis,649,700
1476,DProd,StikIdx,bpRet,650,720
1477,DProd,StikIdx,rdsaRet,657,847
1478,DProd,WIPI_8wk,DInv,666,341
1479,DProd,WIPI_8wk,OilVol,671,539
1480,DProd,artcount,fGom,687,795
1481,DProd,artcount,sCo,688,866
1482,DProd,artcount,sEnv,689,874
1483,DProd,artcount,sEpg,691,894
1484,DProd,artcount,sRpc,692,916
1485,DProd,basis,DOilVol,694,365
1486,DProd,basis,DProd,695,388
1487,DProd,basis,DSpot,696,409
1488,DProd,basis,FutRet,697,94
1489,DProd,basis,StikIdx,700,649
1490,DProd,basis,bpRet,701,723
1491,DProd,basis,liquidity,706,233
1492,DProd,basis,xomRet,712,1040
1493,DProd,bpRet,DFX,713,315
1494,DProd,bpRet,DInv,714,343
1495,DProd,bpRet,DSpot,715,410
1496,DProd,bpRet,FutRet,716,458
1497,DProd,bpRet,StikIdx,720,650
1498,DProd,bpRet,basis,723,701
1499,DProd,bpRet,liquidity,729,825
1500,DProd,bpRet,rdsaRet,730,849
1501,DProd,bpRet,xomRet,738,1041
1502,DProd,entropy,fBbl,740,749
1503,DProd,entropy,fEpg,742,786
1504,DProd,entropy,sCo,744,867
1505,DProd,fBbl,entropy,749,740
1506,DProd,fBbl,fCo,750,759
1507,DProd,fBbl,fEpg,752,787
1508,DProd,fBbl,fGom,753,228
1509,DProd,fBbl,sBbl,754,858
1510,DProd,fCo,artcount,758,40
1511,DProd,fCo,fBbl,759,750
1512,DProd,fCo,fEnv,760,223
1513,DProd,fCo,fEpg,761,227
1514,DProd,fCo,fGom,762,229
1515,DProd,fCo,fRpc,763,231
1516,DProd,fCo,sBbl,764,859
1517,DProd,fCo,sEnv,765,876
1518,DProd,fCo,sEp,766,884
1519,DProd,fCo,sEpg,767,897
1520,DProd,fCo,sRpc,768,918
1521,DProd,fCo,sent,769,925
1522,DProd,fEnv,fEpg,770,788
1523,DProd,fEnv,fGom,771,797
1524,DProd,fEnv,fRpc,772,806
1525,DProd,fEnv,sBbl,773,860
1526,DProd,fEnv,sCo,774,869
1527,DProd,fEnv,sEpg,775,898
1528,DProd,fEnv,sGom,776,908
1529,DProd,fEp,entropy,777,217
1530,DProd,fEp,fCo,778,220
1531,DProd,fEp,fEpg,779,789
1532,DProd,fEp,fGom,780,798
1533,DProd,fEp,fRpc,781,807
1534,DProd,fEp,sGom,784,909
1535,DProd,fEpg,entropy,786,742
1536,DProd,fEpg,fBbl,787,752
1537,DProd,fEpg,fEnv,788,770
1538,DProd,fEpg,fEp,789,779
1539,DProd,fEpg,fGom,790,799
1540,DProd,fEpg,sCo,792,870
1541,DProd,fEpg,sEnv,793,878
1542,DProd,fGom,artcount,795,687
1543,DProd,fGom,entropy,796,218
1544,DProd,fGom,fEnv,797,771
1545,DProd,fGom,fEp,798,780
1546,DProd,fGom,fEpg,799,790
1547,DProd,fGom,fRpc,800,809
1548,DProd,fGom,sEp,801,887
1549,DProd,fRpc,fEnv,806,772
1550,DProd,fRpc,fEp,807,781
1551,DProd,fRpc,fGom,809,800
1552,DProd,fRpc,sBbl,810,862
1553,DProd,fRpc,sCo,811,872
1554,DProd,fRpc,sEp,812,888
1555,DProd,liquidity,DFX,814,324
1556,DProd,liquidity,DProd,816,392
1557,DProd,liquidity,DSpot,817,418
1558,DProd,liquidity,FutRet,818,466
1559,DProd,liquidity,OilVol,819,541
1560,DProd,liquidity,bpRet,825,729
1561,DProd,liquidity,sp500Ret,833,944
1562,DProd,liquidity,tnote_10y,834,967
1563,DProd,rdsaRet,DFX,839,325
1564,DProd,rdsaRet,DSpot,842,419
1565,DProd,rdsaRet,FutRet,843,467
1566,DProd,rdsaRet,StikIdx,847,657
1567,DProd,rdsaRet,WIPI_8wk,848,197
1568,DProd,rdsaRet,bpRet,849,730
1569,DProd,rdsaRet,sp500Ret,857,945
1570,DProd,sBbl,fBbl,858,754
1571,DProd,sBbl,fCo,859,764
1572,DProd,sBbl,fEnv,860,773
1573,DProd,sBbl,fRpc,862,810
1574,DProd,sBbl,sCo,863,873
1575,DProd,sBbl,sRpc,865,923
1576,DProd,sCo,artcount,866,688
1577,DProd,sCo,entropy,867,744
1578,DProd,sCo,fCo,868,221
1579,DProd,sCo,fEnv,869,774
1580,DProd,sCo,fEpg,870,792
1581,DProd,sCo,fRpc,872,811
1582,DProd,sCo,sBbl,873,863
1583,DProd,sEnv,artcount,874,689
1584,DProd,sEnv,fCo,876,765
1585,DProd,sEnv,fEp,877,225
1586,DProd,sEnv,fEpg,878,793
1587,DProd,sEnv,sEpg,880,902
1588,DProd,sEnv,sGom,881,913
1589,DProd,sEp,fCo,884,766
1590,DProd,sEp,fEp,886,226
1591,DProd,sEp,fGom,887,801
1592,DProd,sEp,fRpc,888,812
1593,DProd,sEp,sBbl,889,246
1594,DProd,sEpg,artcount,894,691
1595,DProd,sEpg,fCo,897,767
1596,DProd,sEpg,fEnv,898,775
1597,DProd,sEpg,sEnv,902,880
1598,DProd,sEpg,sGom,903,915
1599,DProd,sGom,fEnv,908,776
1600,DProd,sGom,fEp,909,784
1601,DProd,sGom,sEnv,913,881
1602,DProd,sGom,sEpg,915,903
1603,DProd,sRpc,artcount,916,692
1604,DProd,sRpc,fCo,918,768
1605,DProd,sRpc,sBbl,923,865
1606,DProd,sent,fCo,925,769
1607,DProd,sp500Ret,DInv,928,355
1608,DProd,sp500Ret,DOilVol,929,382
1609,DProd,sp500Ret,DSpot,930,427
1610,DProd,sp500Ret,FutRet,931,475
1611,DProd,sp500Ret,liquidity,944,833
1612,DProd,sp500Ret,rdsaRet,945,857
1613,DProd,tnote_10y,DFX,952,331
1614,DProd,tnote_10y,DOilVol,954,383
1615,DProd,tnote_10y,DSpot,955,428
1616,DProd,tnote_10y,basis,961,214
1617,DProd,tnote_10y,liquidity,967,834
1618,DProd,tnote_10y,rdsaRet,968,244
1619,DProd,xomRet,OilVol,1034,545
1620,DProd,xomRet,basis,1040,712
1621,DProd,xomRet,bpRet,1041,738
1622,DInv,DFX,DInv,68,95
1623,DInv,DFX,OilVol,69,355
1624,DInv,DFX,sp500Ret,91,902
1625,DInv,DFX,tnote_10y,92,931
1626,DInv,DFX,xomRet,94,1024
1627,DInv,DInv,DFX,95,68
1628,DInv,DInv,DProd,96,151
1629,DInv,DInv,DSpot,97,182
1630,DInv,DInv,FutRet,98,237
1631,DInv,DInv,basis,103,595
1632,DInv,DInv,liquidity,112,751
1633,DInv,DInv,tnote_10y,123,932
1634,DInv,DOilVol,basis,130,596
1635,DInv,DOilVol,rdsaRet,139,788
1636,DInv,DOilVol,xomRet,149,1025
1637,DInv,DProd,DInv,151,96
1638,DInv,DProd,OilVol,153,357
1639,DInv,DProd,basis,158,597
1640,DInv,DProd,bpRet,159,630
1641,DInv,DProd,liquidity,168,753
1642,DInv,DProd,rdsaRet,169,789
1643,DInv,DProd,sp500Ret,178,903
1644,DInv,DProd,tnote_10y,179,934
1645,DInv,DProd,xomRet,181,1026
1646,DInv,DSpot,DInv,182,97
1647,DInv,DSpot,tnote_10y,197,935
1648,DInv,FutRet,DInv,237,98
1649,DInv,FutRet,OilVol,240,358
1650,DInv,FutRet,basis,243,599
1651,DInv,OilVol,DFX,355,69
1652,DInv,OilVol,DProd,357,153
1653,DInv,OilVol,FutRet,358,240
1654,DInv,OilVol,basis,364,600
1655,DInv,OilVol,bpRet,365,631
1656,DInv,OilVol,liquidity,374,754
1657,DInv,OilVol,rdsaRet,375,791
1658,DInv,OilVol,sp500Ret,384,904
1659,DInv,OilVol,tnote_10y,385,937
1660,DInv,StikIdx,basis,537,604
1661,DInv,StikIdx,rdsaRet,544,794
1662,DInv,StikIdx,sp500Ret,552,907
1663,DInv,WIPI_8wk,basis,564,605
1664,DInv,WIPI_8wk,sp500Ret,580,908
1665,DInv,WIPI_8wk,xomRet,581,1029
1666,DInv,artcount,fBbl,583,661
1667,DInv,artcount,fEnv,585,689
1668,DInv,artcount,fGom,586,727
1669,DInv,artcount,fRpc,587,737
1670,DInv,artcount,sEnv,590,837
1671,DInv,artcount,sEp,591,850
1672,DInv,artcount,sRpc,593,880
1673,DInv,basis,DInv,595,103
1674,DInv,basis,DOilVol,596,130
1675,DInv,basis,DProd,597,158
1676,DInv,basis,FutRet,599,243
1677,DInv,basis,OilVol,600,364
1678,DInv,basis,StikIdx,604,537
1679,DInv,basis,WIPI_8wk,605,564
1680,DInv,basis,bpRet,607,636
1681,DInv,basis,liquidity,616,761
1682,DInv,basis,rdsaRet,617,795
1683,DInv,basis,sp500Ret,626,910
1684,DInv,bpRet,DProd,630,159
1685,DInv,bpRet,OilVol,631,365
1686,DInv,bpRet,basis,636,607
1687,DInv,bpRet,tnote_10y,652,945
1688,DInv,entropy,sBbl,655,816
1689,DInv,entropy,sCo,656,825
1690,DInv,entropy,sEp,657,851
1691,DInv,entropy,sEpg,658,863
1692,DInv,entropy,sRpc,659,881
1693,DInv,fBbl,artcount,661,583
1694,DInv,fBbl,fCo,663,676
1695,DInv,fBbl,fEpg,666,716
1696,DInv,fBbl,fGom,667,729
1697,DInv,fBbl,sBbl,668,817
1698,DInv,fBbl,sCo,669,826
1699,DInv,fBbl,sEnv,670,839
1700,DInv,fBbl,sEpg,672,864
1701,DInv,fBbl,sRpc,673,882
1702,DInv,fBbl,sent,674,892
1703,DInv,fCo,fBbl,676,663
1704,DInv,fCo,fEnv,677,691
1705,DInv,fCo,fEp,678,703
1706,DInv,fCo,fEpg,679,717
1707,DInv,fCo,fRpc,681,740
1708,DInv,fCo,sCo,683,827
1709,DInv,fCo,sEnv,684,840
1710,DInv,fCo,sEp,685,852
1711,DInv,fCo,sEpg,686,865
1712,DInv,fCo,sRpc,688,883
1713,DInv,fEnv,artcount,689,585
1714,DInv,fEnv,fCo,691,677
1715,DInv,fEnv,fEp,692,704
1716,DInv,fEnv,fEpg,693,718
1717,DInv,fEnv,fGom,694,730
1718,DInv,fEnv,fRpc,695,741
1719,DInv,fEnv,sBbl,696,818
1720,DInv,fEnv,sCo,697,828
1721,DInv,fEnv,sEp,698,853
1722,DInv,fEnv,sEpg,699,866
1723,DInv,fEnv,sGom,700,874
1724,DInv,fEp,fCo,703,678
1725,DInv,fEp,fEnv,704,692
1726,DInv,fEp,fGom,706,731
1727,DInv,fEp,fRpc,707,742
1728,DInv,fEp,sEp,711,854
1729,DInv,fEp,sEpg,712,867
1730,DInv,fEp,sRpc,713,884
1731,DInv,fEp,sent,714,894
1732,DInv,fEpg,fBbl,716,666
1733,DInv,fEpg,fCo,717,679
1734,DInv,fEpg,fEnv,718,693
1735,DInv,fEpg,fGom,719,732
1736,DInv,fEpg,sEnv,723,842
1737,DInv,fGom,artcount,727,586
1738,DInv,fGom,fBbl,729,667
1739,DInv,fGom,fEnv,730,694
1740,DInv,fGom,fEp,731,706
1741,DInv,fGom,fEpg,732,719
1742,DInv,fGom,sEpg,735,869
1743,DInv,fRpc,artcount,737,587
1744,DInv,fRpc,fCo,740,681
1745,DInv,fRpc,fEnv,741,695
1746,DInv,fRpc,fEp,742,707
1747,DInv,fRpc,sBbl,743,819
1748,DInv,fRpc,sCo,744,830
1749,DInv,fRpc,sEnv,745,843
1750,DInv,fRpc,sEp,746,856
1751,DInv,fRpc,sEpg,747,870
1752,DInv,liquidity,DInv,751,112
1753,DInv,liquidity,DProd,753,168
1754,DInv,liquidity,OilVol,754,374
1755,DInv,liquidity,basis,761,616
1756,DInv,liquidity,sp500Ret,779,919
1757,DInv,liquidity,tnote_10y,780,954
1758,DInv,liquidity,xomRet,782,1040
1759,DInv,rdsaRet,DOilVol,788,139
1760,DInv,rdsaRet,DProd,789,169
1761,DInv,rdsaRet,OilVol,791,375
1762,DInv,rdsaRet,StikIdx,794,544
1763,DInv,rdsaRet,basis,795,617
1764,DInv,rdsaRet,sp500Ret,813,920
1765,DInv,rdsaRet,tnote_10y,814,955
1766,DInv,rdsaRet,xomRet,815,1041
1767,DInv,sBbl,entropy,816,655
1768,DInv,sBbl,fBbl,817,668
1769,DInv,sBbl,fEnv,818,696
1770,DInv,sBbl,fRpc,819,743
1771,DInv,sBbl,sEp,821,857
1772,DInv,sBbl,sEpg,822,871
1773,DInv,sBbl,sRpc,823,885
1774,DInv,sBbl,sent,824,897
1775,DInv,sCo,entropy,825,656
1776,DInv,sCo,fBbl,826,669
1777,DInv,sCo,fCo,827,683
1778,DInv,sCo,fEnv,828,697
1779,DInv,sCo,fRpc,830,744
1780,DInv,sCo,sEnv,831,845
1781,DInv,sCo,sEp,832,858
1782,DInv,sCo,sEpg,833,872
1783,DInv,sCo,sGom,834,876
1784,DInv,sCo,sRpc,835,886
1785,DInv,sCo,sent,836,898
1786,DInv,sEnv,artcount,837,590
1787,DInv,sEnv,fBbl,839,670
1788,DInv,sEnv,fCo,840,684
1789,DInv,sEnv,fEpg,842,723
1790,DInv,sEnv,fRpc,843,745
1791,DInv,sEnv,sCo,845,831
1792,DInv,sEnv,sEp,846,859
1793,DInv,sEnv,sEpg,847,873
1794,DInv,sEnv,sGom,848,877
1795,DInv,sEnv,sRpc,849,887
1796,DInv,sEp,artcount,850,591
1797,DInv,sEp,entropy,851,657
1798,DInv,sEp,fCo,852,685
1799,DInv,sEp,fEnv,853,698
1800,DInv,sEp,fEp,854,711
1801,DInv,sEp,fRpc,856,746
1802,DInv,sEp,sBbl,857,821
1803,DInv,sEp,sCo,858,832
1804,DInv,sEp,sEnv,859,846
1805,DInv,sEp,sRpc,861,888
1806,DInv,sEp,sent,862,899
1807,DInv,sEpg,entropy,863,658
1808,DInv,sEpg,fBbl,864,672
1809,DInv,sEpg,fCo,865,686
1810,DInv,sEpg,fEnv,866,699
1811,DInv,sEpg,fEp,867,712
1812,DInv,sEpg,fGom,869,735
1813,DInv,sEpg,fRpc,870,747
1814,DInv,sEpg,sBbl,871,822
1815,DInv,sEpg,sCo,872,833
1816,DInv,sEpg,sEnv,873,847
1817,DInv,sGom,fEnv,874,700
1818,DInv,sGom,sCo,876,834
1819,DInv,sGom,sEnv,877,848
1820,DInv,sRpc,artcount,880,593
1821,DInv,sRpc,entropy,881,659
1822,DInv,sRpc,fBbl,882,673
1823,DInv,sRpc,fCo,883,688
1824,DInv,sRpc,fEp,884,713
1825,DInv,sRpc,sBbl,885,823
1826,DInv,sRpc,sCo,886,835
1827,DInv,sRpc,sEnv,887,849
1828,DInv,sRpc,sEp,888,861
1829,DInv,sent,fBbl,892,674
1830,DInv,sent,fEp,894,714
1831,DInv,sent,sBbl,897,824
1832,DInv,sent,sCo,898,836
1833,DInv,sent,sEp,899,862
1834,DInv,sp500Ret,DFX,902,91
1835,DInv,sp500Ret,DProd,903,178
1836,DInv,sp500Ret,OilVol,904,384
1837,DInv,sp500Ret,StikIdx,907,552
1838,DInv,sp500Ret,WIPI_8wk,908,580
1839,DInv,sp500Ret,basis,910,626
1840,DInv,sp500Ret,liquidity,919,779
1841,DInv,sp500Ret,rdsaRet,920,813
1842,DInv,sp500Ret,tnote_10y,929,964
1843,DInv,tnote_10y,DFX,931,92
1844,DInv,tnote_10y,DInv,932,123
1845,DInv,tnote_10y,DProd,934,179
1846,DInv,tnote_10y,DSpot,935,197
1847,DInv,tnote_10y,OilVol,937,385
1848,DInv,tnote_10y,bpRet,945,652
1849,DInv,tnote_10y,liquidity,954,780
1850,DInv,tnote_10y,rdsaRet,955,814
1851,DInv,tnote_10y,sp500Ret,964,929
1852,DInv,tnote_10y,trend,965,990
1853,DInv,trend,tnote_10y,990,965
1854,DInv,xomRet,DFX,1024,94
1855,DInv,xomRet,DOilVol,1025,149
1856,DInv,xomRet,DProd,1026,181
1857,DInv,xomRet,WIPI_8wk,1029,581
1858,DInv,xomRet,liquidity,1040,782
1859,DInv,xomRet,rdsaRet,1041,815
